I#OTU_ID	Salt_Pond_MetaGSF2_A_D1_MG	Salt_Pond_MetaGSF2_A_D2_MG	Salt_Pond_MetaGSF2_A_H2O_MG	Salt_Pond_MetaGSF2_B_D1_MG	Salt_Pond_MetaGSF2_B_D2_MG	Salt_Pond_MetaGSF2_B_H2O_MG	Salt_Pond_MetaGSF2_C_D1_MG	Salt_Pond_MetaGSF2_C_D2_MG	Salt_Pond_MetaGSF2_C_H2O_MG	Salt_Pond_MetaG_R1_A_D1_MG	Salt_Pond_MetaG_R1_A_D2_MG	Salt_Pond_MetaG_R1_A_H2O_MG	Salt_Pond_MetaG_R1_B_D1_MG	Salt_Pond_MetaG_R1_B_D2_MG	Salt_Pond_MetaG_R1_B_H2O_MG	Salt_Pond_MetaG_R1_C_D1_MG	Salt_Pond_MetaG_R1_C_D2_MG	Salt_Pond_MetaG_R1_C_H2O_MG	Salt_Pond_MetaG_R2A_A_D1_MG	Salt_Pond_MetaG_R2A_A_D2_MG	Salt_Pond_MetaG_R2A_A_H2O_MG	Salt_Pond_MetaG_R2A_B_D1_MG	Salt_Pond_MetaG_R2A_B_D2_MG	Salt_Pond_MetaG_R2A_B_H2O_MG	Salt_Pond_MetaG_R2A_C_D1_MG	Salt_Pond_MetaG_R2A_C_D2_MG	Salt_Pond_MetaG_R2A_C_H2O_MG	Salt_Pond_MetaG_R2_A_D1_MG	Salt_Pond_MetaG_R2_A_D2_MG	Salt_Pond_MetaG_R2_A_H2O_MG	Salt_Pond_MetaG_R2_B_D1_MG	Salt_Pond_MetaG_R2_B_D2_MG	Salt_Pond_MetaG_R2_B_H2O_MG	Salt_Pond_MetaG_R2_C_D1_MG	Salt_Pond_MetaG_R2_C_D2_MG	Salt_Pond_MetaG_R2_C_H2O_MG	Salt_Pond_MetaG_R2_restored_C_black_MG	Salt_Pond_MetaG_R2_restored_DShore_MG	Salt_Pond_MetaG_R2_restored_H2O_MG
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.13	1094.0	83007.0	359.0	34627.0	99739.0	249.0	12822.0	185598.0	198.0	219.0	358.0	24.0	250.0	325.0	64.0	223.0	432.0	104.0	156.0	360.0	251.0	212.0	1001.0	130.0	681.0	6964.0	228.0	317.0	116.0	8.0	1169.0	347.0	15.0	469.0	587.0	235.0	3417.0	699117.0	22.0
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.15	213.0	9591.0	149.0	1251.0	3843.0	123.0	1701.0	28679.0	152.0	175.0	135.0	10.0	153.0	107.0	35.0	204.0	120.0	53.0	143.0	170.0	1621.0	150.0	282.0	539.0	228.0	666.0	157.0	354.0	72.0	26.0	574.0	238.0	21.0	280.0	622.0	445.0	500.0	845178.0	0
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.18	2148.0	8197.0	1352.0	2037.0	2071.0	386.0	2327.0	1866.0	351.0	1264.0	1070.0	184.0	7109.0	2747.0	446.0	3789.0	3165.0	557.0	1556.0	1186.0	337.0	1127.0	1202.0	331.0	2057.0	3676.0	912.0	3795.0	1847.0	12.0	3491.0	2666.0	18.0	1487.0	548.0	172.0	1117.0	305431.0	19.0
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.23	1102.0	5111.0	598.0	2230.0	4837.0	151.0	1074.0	14208.0	148.0	3315.0	3609.0	351.0	3843.0	2960.0	540.0	4422.0	3112.0	628.0	1179.0	6348.0	328.0	17295.0	9958.0	485.0	122266.0	13533.0	874.0	1812.0	1019.0	158.0	3131.0	2398.0	121.0	3341.0	1136.0	640.0	5081.0	860567.0	5.0
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.25	746.0	6914.0	932.0	1139.0	1927.0	896.0	854.0	128280.0	856.0	395.0	438.0	384.0	917.0	659.0	1302.0	662.0	605.0	789.0	3526.0	6975.0	689.0	7420.0	30420.0	859.0	64954.0	30427.0	1051.0	841.0	326.0	196.0	708.0	1454.0	185.0	911.0	540.0	168.0	674.0	174458.0	16.0
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.27	160.0	257.0	239.0	299.0	512.0	132.0	211.0	185.0	298.0	57.0	83.0	2.0	60.0	73.0	10.0	18.0	60.0	1.0	30.0	31.0	31.0	33.0	37.0	51.0	66.0	61.0	61.0	3694.0	2769.0	1.0	163.0	178.0	0	36.0	906.0	42.0	107.0	159900.0	6.0
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.8	1005.0	13271.0	108.0	18120.0	61968.0	57.0	5505.0	133410.0	38.0	647.0	747.0	96.0	799.0	1179.0	136.0	465.0	1669.0	307.0	55.0	728.0	80.0	153.0	113.0	49.0	135.0	324.0	93.0	674.0	204.0	36.0	3081.0	2571.0	14.0	662.0	859.0	257.0	3801.0	837340.0	32.0
Salt_Pond_MetaG_R2_restored_H2O_MG_DASTool_bins_concoct_out.34	76.0	40.0	6569.0	28.0	15.0	9184.0	30.0	22.0	8589.0	31.0	30.0	62.0	35.0	54.0	70.0	71.0	33.0	202.0	97.0	15.0	12345.0	23.0	21.0	9991.0	22.0	23.0	6893.0	557.0	65.0	4.0	51.0	549.0	2.0	26.0	305.0	0	47.0	259.0	100539.0
Salt_Pond_MetaG_R2_restored_H2O_MG_DASTool_bins_concoct_out.44	79.0	158.0	3411.0	66.0	56.0	4257.0	70.0	56.0	3212.0	39.0	71.0	45.0	101.0	112.0	63.0	60.0	568.0	3909.0	757.0	122.0	4409.0	87.0	121.0	2573.0	134.0	134.0	1914.0	20580.0	2435.0	2.0	786.0	32542.0	0	318.0	28989.0	24.0	1410.0	548.0	2934881.0
Salt_Pond_MetaG_R2_restored_H2O_MG_DASTool_bins_maxbin.002	113.0	231.0	1803.0	105.0	105.0	2246.0	145.0	107.0	1630.0	108.0	183.0	388.0	538.0	598.0	668.0	295.0	2169.0	21085.0	1761.0	292.0	2399.0	247.0	241.0	1495.0	174.0	228.0	1120.0	101131.0	9302.0	86.0	3520.0	130295.0	71.0	909.0	99092.0	144.0	1317.0	1219.0	8861205.0
Salt_Pond_MetaG_R2_restored_H2O_MG_DASTool_bins_maxbin.005	286.0	187.0	1607.0	198.0	172.0	1518.0	167.0	83.0	3682.0	1361.0	1910.0	13044.0	5290.0	4354.0	59323.0	2278.0	1331.0	28643.0	227.0	112.0	1022.0	74.0	136.0	1103.0	137.0	114.0	1408.0	16183.0	6080.0	1155.0	3882.0	8702.0	961.0	7654.0	4604.0	609.0	2303.0	3033.0	1246982.0
Salt_Pond_MetaG_R2_restored_H2O_MG_DASTool_bins_maxbin.017	132.0	147.0	964.0	103.0	110.0	990.0	106.0	76.0	993.0	2174.0	2749.0	3153.0	2326.0	2997.0	12064.0	3869.0	2241.0	7267.0	242.0	96.0	1052.0	109.0	99.0	653.0	107.0	80.0	581.0	9238.0	2402.0	305.0	2738.0	12377.0	224.0	2853.0	6193.0	207.0	2525.0	1098.0	547725.0
unbinned_reads	47110367.0	52148480.0	60041480.0	50198164.0	48400571.0	46872249.0	48057528.0	33541487.0	58351097.0	26034814.0	24758530.0	37200782.0	30200079.0	24651124.0	32114491.0	22678957.0	22967049.0	26856431.0	49651283.0	53719339.0	42917883.0	40461568.0	42104060.0	40423290.0	38127781.0	42764088.0	53755858.0	40903632.0	28968923.0	23801340.0	29431327.0	42296651.0	19926545.0	30255975.0	20439835.0	23680179.0	30750248.0	28974259.0	19372243.0
