MAG,domain,phylum,class,order,family,genus,species,SF2_A_D1,SF2_A_D2,SF2_B_D1,SF2_B_D2,SF2_C_D1,SF2_C_D2,R1_A_D1,R1_A_D2,R1_B_D1,R1_B_D2,R1_C_D1,R1_C_D2,R2A_A_D1,R2A_A_D2,R2A_B_D1,R2A_B_D2,R2A_C_D1,R2A_C_D2,R2_A_D1,R2_A_D2,R2_B_D1,R2_B_D2,R2_C_D1,R2_C_D2
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_concoct_out.7,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,DT-110,,2.26423439001746e-06,1.3432510374999e-06,2.51116311366594e-06,2.61025707502827e-06,1.82441492741671e-06,1.62121332415787e-06,0.000103234448363,0.0002385849953873,0.0019924225661662,0.0010361141925399,0.0002611536355809,0.0001357735308051,5.52455946544944e-06,3.72497420673964e-06,1.01015163092564e-05,1.79025706301168e-06,2.18755371225633e-06,1.10010894434814e-06,0.0002214824362998,7.38331431282846e-05,0.0030698479953285,0.0002067280273096,0.0070111488427077,0.0002413399923424
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_concoct_out.71,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,DT-110,,8.03502646369028e-06,2.90754338496813e-06,3.23379998090793e-06,3.84185724423175e-06,5.39642731162205e-06,1.6662470276067e-06,9.37868067961092e-05,0.0001741359260948,0.0028512048122448,0.0001191006989533,0.0004738404783045,0.0001762199822958,1.49744638142445e-05,5.73611051554273e-06,1.51638322628654e-05,4.51930746394411e-06,3.61616021821964e-06,2.0324046598974e-06,0.000457994206184,0.0001433100191128,0.0059235966846757,0.0004946445349843,0.0105354918886349,0.0002964857878962
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_concoct_out.88,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,,2.50468405975383e-06,1.56429234746823e-06,2.43889942694174e-06,3.5109795868338e-06,1.99725423632987e-06,3.06229183452041e-06,6.03924970968328e-05,0.0001308279596509,0.0016102975471304,0.0004992327219405,0.0002097846395584,0.0001163961433989,5.23379317779421e-06,4.44198802118248e-06,9.56985755613762e-06,2.77271520734735e-06,4.26349754123427e-06,1.79000777385459e-06,0.0001345887030482,4.25573790194802e-05,0.0015805671083596,0.0001230905577233,0.0036737834406914,0.000133096032504
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_concoct_out.95,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfotignum,,4.59058494471681e-05,4.16917916955664e-05,0.0001302010975553,0.0002457869531704,5.51741482786127e-05,5.24192308144377e-05,0.0001391630706724,0.0001457101833667,0.0004911496230783,0.0001336960357621,0.0001732838535971,0.0001545577328825,5.34283053566492e-06,1.43402762888568e-06,2.16824308880606e-05,1.41910620848487e-05,6.56266113676898e-06,9.84504275620027e-06,0.0010279310349268,0.0005337358077377,0.0024621683547029,0.0003221254251753,0.0060132137084169,0.0019644637800675
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_concoct_out.98,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,GCA-2748055,,,9.59794931697667e-06,9.53878268401825e-06,1.79936579943257e-05,1.93195787736248e-05,1.40768014925942e-05,2.06704698830128e-05,0.0005522732663431,0.00073333200506,0.0006224765985941,0.0004120732901141,0.0004809620383789,0.0003923811100615,1.38295715566021e-05,6.99525672627162e-07,9.36181717448245e-06,6.98636902638704e-06,3.57151626490829e-06,1.10756731007253e-05,0.0005961792701422,0.0001068960937575,0.0017993938813097,0.0006486231295364,0.0033345869369776,0.0014100606014706
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_maxbin.062,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,4572-130,,3.64281249650597e-05,3.97024199058514e-05,4.56887159313752e-05,4.48706867615776e-05,4.50150377880501e-05,3.76256592314971e-05,0.0001192333742282,0.0001258730136708,0.0002455913932279,6.0478674786052e-05,0.0001418730854947,9.49755620826447e-05,6.57858725819966e-06,2.41336357056371e-06,7.90553450289629e-06,1.44093861169233e-05,6.54033916011331e-06,1.09637976148594e-05,0.0001442627568496,3.87409911371559e-05,0.0020825888747209,0.0001335404331967,0.0052902720232886,0.0007039924602289
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_metabat.17,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,,3.90931088046377e-05,4.91731898791101e-05,8.80533022734373e-05,7.82893301587705e-05,5.60575491908355e-05,5.22390960006424e-05,0.0074741361329982,0.0092963479475031,0.0122047199180307,0.0120451928014767,0.0079304487457972,0.0125383779922795,0.0003043232658171,0.0001226268504115,0.0002251459241468,5.97771199820241e-05,0.0001104491404922,4.54773850044933e-05,0.0094353747921609,0.0018120209665276,0.009133447657559,0.0158678217689754,0.0106745270250665,0.0061201735157127
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_metabat.25,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,,,0.0002003947622527,0.0001944823464167,0.0001808398760273,0.0001872032257189,0.0001619504324516,0.000123369830598,0.0099326607279159,0.0108191853978403,0.0118702175093083,0.0205592424205333,0.0099276110161917,0.0094570658171198,0.0001634651723411,0.0001607859758533,0.0002529308728967,0.0001321952014211,0.000208420296034,0.0001103651668067,0.0042488569932682,0.0009864338766864,0.0050822570468934,0.0076032011751045,0.0083269664838051,0.0066002729240034
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_metabat.7,Bacteria,Krumholzibacteriota,Krumholzibacteria,,,,,8.45781713297672e-05,6.05143093982548e-05,7.14507202485524e-05,6.81791795160554e-05,6.58709810635717e-05,4.3480040679845e-05,0.0002326740339191,0.0001913130721593,0.0030607973590277,0.000901713317191,0.0039196486208864,0.0017143056001176,0.0001229214481062,7.31878734986168e-05,0.0001528865649185,7.7352204564029e-05,9.83283071682564e-05,9.2949882840262e-05,0.0019118819963942,0.0006486928573638,0.0068618243413922,0.0019501903800626,0.0079410209072594,0.0013758399145043
Salt_Pond_MetaG_R2_C_D2_MG_DASTool_bins_concoct_out.100,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter,,4.51043505480469e-05,2.89734147835421e-05,0.0002373320131239,0.0001897583365177,6.82523226530419e-05,2.8934154465873e-05,9.86140689106149e-06,1.82550641373423e-05,1.14911103576392e-05,5.55276064692859e-05,9.75586756273603e-06,0.0002158974898418,5.99160281499566e-05,1.86598473173295e-05,3.58291768406118e-05,1.49770286003172e-05,1.14288520477065e-05,7.34649023852823e-06,0.0019304291677245,0.0008023164320221,0.0001547732602159,0.0070805791821042,2.29549695476502e-05,0.0289653431395236
Salt_Pond_MetaG_R2_C_D2_MG_DASTool_bins_concoct_out.104,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA7960,,,1.74326010558866e-06,2.55047665348082e-06,2.27630613181229e-06,3.29039448190184e-06,2.131684809929e-06,3.039774982796e-06,9.41660916765347e-05,7.30724138754761e-05,0.0002857024985023,8.61795328887091e-05,0.0002061903725616,9.08012949543304e-05,2.1262284784789e-06,4.54691687207655e-07,2.4733689819003e-06,2.5325587720653e-06,8.70557089571396e-07,2.89011671820273e-06,0.0012807442136516,0.0001090556108032,0.000505630414966,0.0006284798726423,0.0005098390108873,0.0055151685999952
Salt_Pond_MetaG_R2_C_D2_MG_DASTool_bins_concoct_out.18,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseicyclus,,2.33035804919496e-05,2.66949889730992e-05,4.97716142312925e-05,4.0036196545152e-05,2.92290475739814e-05,1.90717734105793e-05,9.17007399537693e-05,0.0001107647748752,0.0001683870500459,0.0001723762569868,0.0001026040442067,0.0001894238483175,0.000128118895498,5.66266031991687e-05,8.52503252826945e-05,3.12421689898745e-05,4.63404235371851e-05,2.23378053445605e-05,0.0006860882928903,0.0002437647947861,0.0001343801994961,0.0033962608165827,0.0001312591638065,0.0100019494571673
Salt_Pond_MetaG_R2_C_D2_MG_DASTool_bins_concoct_out.21,Bacteria,Marinisomatota,UBA2242,UBA2242,,,,8.01498899121225e-08,2.55047665348082e-07,2.52922903534699e-07,3.12495565320286e-07,2.8806551485527e-07,3.60269627590637e-07,4.4652174559177e-06,3.51192662451729e-06,2.47067163533656e-06,3.69611002814132e-06,4.3979540271373e-06,2.37274131504178e-06,3.27112073612138e-07,2.09857701788149e-07,2.77387175540221e-07,3.05653644904433e-07,3.57151626490829e-07,2.98334628975766e-07,9.01288876072513e-05,1.1598095857015e-05,2.63934880509252e-05,1.35656052157572e-05,7.57085104496019e-06,0.0077333423092512
Salt_Pond_MetaG_R2_C_D2_MG_DASTool_bins_concoct_out.45,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,,2.8112573886677e-05,3.63527939009466e-05,6.13157381854834e-05,5.77197691238646e-05,4.06556463299071e-05,3.97422432935921e-05,0.0053664155720303,0.0065384424007349,0.0081924652540659,0.0087023449359785,0.005721782838585,0.0091836952598692,0.0002278335592708,9.23723650704167e-05,0.0001646292886831,4.4712761768877e-05,8.18323664197112e-05,3.1847221643163e-05,0.0071691334613931,0.0014633706628194,0.0056913633625488,0.0123287502615674,0.0057071723110034,0.0061858379650472
Salt_Pond_MetaG_R2_C_D2_MG_DASTool_bins_concoct_out.47,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,,2.19209948909655e-05,2.74771351468333e-05,4.6700407545514e-05,4.10839757935788e-05,3.32235560466411e-05,2.58493457796282e-05,0.0002133649854611,0.000215757472328,0.0009010158075229,0.0013442150480019,0.0002106999497874,0.0010319667134272,0.000144147387105,5.81830478207642e-05,9.48895296327172e-05,3.20499679085505e-05,4.83047574828846e-05,2.09207158569256e-05,0.002260038000814,0.0008382463276947,0.0006789504505691,0.0060900463846251,0.0003488931602246,0.0074404188387686
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.12,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,,,,2.52472153223186e-06,1.47927645901887e-06,2.61955864375224e-06,1.83820920776639e-06,2.11248044227198e-06,1.12584258622074e-06,4.17558172904736e-05,6.23801620236041e-05,5.30614042488389e-05,4.94247271204944e-05,6.48307537807447e-05,4.18525204180981e-05,4.65226060248374e-06,3.46265207950445e-06,5.61709030468947e-06,3.10020125545925e-06,3.97331184471047e-06,2.12563423145233e-06,4.12560703509756e-05,1.14863966994835e-05,0.0007127920214961,6.24684580445834e-05,0.0018607324421708,7.56782077335948e-05
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.17,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfotignum,,4.04155819881878e-05,3.53496064172441e-05,0.0001049449390452,0.0001906958232136,4.60328692738721e-05,4.53714562246958e-05,8.44081261164983e-05,9.23706245349522e-05,0.0003029806182608,0.000123295354055,0.0001532363271181,0.0002644947471461,5.77897996714777e-06,6.99525672627162e-07,1.23668449095015e-05,8.90762050864347e-06,5.84835788378733e-06,8.12961863958962e-06,0.0012611448319241,0.0008842477640714,0.0015589571777615,0.0002750945745785,0.0015253586588121,0.000965247770396
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.25,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter,,2.21614445607019e-05,4.07396137449336e-05,2.79118489972221e-05,3.16539625577372e-05,2.92098432063244e-05,3.87740186694423e-05,1.95159311200727e-05,2.24624217766155e-05,4.54006640104128e-05,1.59534423540239e-05,3.60989424460965e-05,2.42107493442226e-05,6.54224147224276e-06,5.59620538101729e-07,5.15477834545577e-06,2.31423473999071e-05,5.24566451408405e-06,1.44692295053246e-05,2.9666051348684e-05,1.14305471207178e-05,0.0010976795718095,4.11712271718303e-05,0.0011529697539652,8.0418614370725e-05
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.26,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA12170,,,1.94363483036897e-06,2.14240038892389e-06,2.94474523401114e-06,3.86023933630942e-06,2.8806551485527e-06,3.76031423797727e-06,0.0001704368330857,0.0001404422934299,0.000160195695765,6.17508242841099e-05,0.0004087418288469,9.33937345392835e-05,1.7082519399745e-06,4.89667970839013e-07,2.1728662083984e-06,2.83821241696973e-06,5.35727439736243e-07,5.29543966431984e-06,0.0001275687321891,3.47012049397687e-05,0.0008096590599151,9.22922744262954e-05,0.0010806550732944,0.0001628287605239
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.43,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Cryomorpha,,2.14400955514928e-06,1.05419701677207e-06,9.39427927414595e-07,1.74629874737807e-06,3.49519491357727e-06,2.04903350692175e-06,0.0002557414507377,0.0001851932792294,0.001879517846938,0.0003600698815786,0.0009158683449914,0.0004511064576088,1.33207305532054e-05,1.06677665075642e-06,4.55377279845196e-06,7.64134112261082e-07,1.62950429586441e-06,6.33961086573502e-07,0.000319714914429,7.50432173348752e-05,0.0026857996656209,0.0006968079541118,0.0024109431094924,0.0006159162659059
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.51,Bacteria,Bacteroidota,Rhodothermia,Balneolales,Balneolaceae,,,1.36254812850608e-06,4.47183573243636e-06,8.68970832858501e-06,2.00364803646536e-05,3.47599054592025e-06,1.0695504569097e-05,0.0014315763007221,0.0013264651175454,0.0014567676902742,0.0014782377167433,0.0058568692336013,0.0016086307322903,3.17662169263343e-05,4.82672714112742e-06,1.90472527204285e-05,3.95166498055017e-06,2.18755371225633e-06,2.61042800353795e-06,0.0014914846811201,0.0001909497098,0.0007562426683589,0.0005482786811257,0.0008714124142414,0.0005101687332315
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.57,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,DSM-45221,WN38,,1.36855937024949e-05,6.13814714604383e-06,1.07853552435868e-05,9.9263297219385e-06,6.12619328258874e-06,5.42656126558397e-06,0.0001803499606422,0.0002202430023731,0.0003679642567768,0.0001346587434903,0.0003444022171403,0.000103763492879,2.80407738657516e-05,1.37456794671237e-05,2.56351981395087e-05,8.75479368619125e-06,9.46451810200697e-06,3.63595329064215e-06,9.71802677319517e-05,2.52067765495959e-05,0.0007940495566481,0.0001061399621701,0.0012697958175038,0.0001789293132441
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_metabat.13,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA12077,UBA12077,,6.6123659177501e-06,1.32794817757901e-05,9.32201558742175e-06,1.23343837841125e-05,9.62138819616601e-06,2.96997274245031e-05,0.0072291698209089,0.005215297966285,0.0049832949434073,0.0053343463310795,0.0054535522922091,0.004261421431988,1.24302587972612e-05,1.48649205433272e-06,1.9671373865394e-05,7.20469305846163e-06,4.88851288759322e-06,7.25326066697331e-06,0.0045987405072954,0.0003485199880243,0.004600649321767,0.0032115352264661,0.002756479734771,0.0040055594591448
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_metabat.2,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,,,9.99869876653728e-06,7.02231238591718e-06,8.25612620823981e-06,9.46677741999691e-06,8.41151303377388e-06,5.40404441385955e-06,0.0003191165062124,0.0004402947612173,0.0040121551738318,0.0013449370787981,0.0005264373295123,0.0002229717741329,1.99720093833189e-05,1.83275726228316e-05,3.02814333298074e-05,1.01302350882612e-05,1.02457872849557e-05,5.50054472174068e-06,0.0002823692976439,9.61915911608287e-05,0.0035893255502895,0.0002046508741481,0.008116549037521,0.0002909599884435
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_metabat.22,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales_C,SLST01,SLST01,,6.53221602783798e-06,1.31944658873408e-05,1.96737887106634e-05,3.62311034850755e-05,1.72455221560021e-05,4.77357256557594e-05,0.0004932599869932,0.0006648842074327,0.0010963978469804,0.0007716790090381,0.0011070565596533,0.0006774396152714,1.37932257706452e-05,5.66615794828001e-06,1.74060452651489e-05,2.34698334480189e-05,1.06029389114465e-05,1.778820225268e-05,0.0007824676243498,0.0002769394445729,0.0016149541726803,0.0011101742551995,0.0023147037936229,0.0040796388315037
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_metabat.8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Albimonas,,3.23204431070634e-05,3.92263309305349e-05,3.73241941930491e-05,4.78669677702368e-05,4.23072219484106e-05,4.41780630833019e-05,0.0006437154029693,0.0013159467234472,0.0017590352959154,0.0009121311901075,0.0061401019378769,0.0010390190278914,0.0003235501865883,0.0003353526074574,0.0003755822356814,0.0001507964089539,0.0003001859420655,0.0001240512679109,0.0007710032424098,0.0003924922230392,0.00267910688129,0.0034230458348206,0.0049506839238311,0.0008463729578033
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.17,Bacteria,Gemmatimonadota,Gemmatimonadetes,KS3-K002,JABDQB01,,,8.07510140864634e-06,9.64080175015748e-06,2.61594545941603e-05,6.13594233552421e-05,8.2194693572037e-06,4.57992764074597e-05,1.17233508495137e-05,1.26742302439263e-05,9.35207249885785e-06,9.79898937693281e-06,1.47342622228965e-05,9.53490491414939e-06,1.98447991324697e-05,3.15660959773007e-05,4.07759148044125e-05,6.0060941223721e-05,8.2814533392561e-05,9.40313458702992e-05,4.74279910391878e-06,2.34568230816033e-06,7.82573214864477e-06,6.44943234737797e-06,6.41471123021257e-06,1.43895183718807e-05
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.2,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalobacterales,,,,3.84519096853407e-05,0.0002623590317547,3.06398031710606e-05,3.32348224764163e-05,3.11686887073402e-05,5.55265563524069e-05,1.5412758322743e-05,1.119643933757e-05,2.36289065795611e-05,2.08873194613568e-05,3.33530117591021e-05,1.92235986172367e-05,2.87495166919112e-05,2.98347699375484e-05,3.5228171293608e-05,5.37295442935578e-05,6.34390576554335e-05,0.0001004828322219,1.20454533533301e-05,4.87752987887306e-06,2.87223252318892e-05,2.66055111745711e-05,3.73880698156285e-05,1.74469404041127e-05
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.20,Bacteria,Proteobacteria,Gammaproteobacteria,UBA4486,UBA4486,,,1.27037575510714e-05,1.45887264579103e-05,1.07492234002247e-05,1.18748314821709e-05,9.25650521068267e-06,3.61845807211346e-05,8.80975335897276e-06,6.05024982837632e-06,8.62247819043632e-06,8.42369262227557e-06,1.16311373001956e-05,6.94246532919633e-06,1.43565854529772e-05,3.78968033145765e-05,8.31930370641045e-05,0.0004102090238649,0.0006926062916723,0.0005690733047712,5.81071413394023e-06,2.43876493943653e-06,1.03224134507593e-05,8.3086126463239e-06,1.39296200260721e-05,1.01259573728049e-05
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.21,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Thiohalorhabdus,,2.69103255379951e-05,8.72773110821135e-05,0.0001523860493796,0.0004246447090861,3.7371699460557e-05,0.0001210505948704,0.000221226526619,5.29396859982928e-05,0.0001818347996852,0.0001816423188713,0.0004325175701612,0.0005332955803826,2.48241718085656e-05,3.0674200744701e-05,4.65779298927954e-05,4.53459014618934e-05,6.04255908069171e-05,5.71870191917921e-05,0.0001164341475379,0.0001133374118419,0.0003096094619773,7.42646364930679e-05,7.69765347625509e-05,3.42767864530959e-05
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.38,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,,,,1.75728633632328e-05,2.21211341745236e-05,1.71445596753164e-05,1.86945876429842e-05,1.7053478479432e-05,0.0003032794758761,1.23957195011769e-05,1.06922518518719e-05,1.3315096128693e-05,1.19822729749512e-05,2.02707728763486e-05,1.2566741038925e-05,1.74096314733571e-05,2.33641574657472e-05,3.15296756197384e-05,2.76834872670586e-05,4.76127762065586e-05,3.89886068242704e-05,7.49110984294456e-06,2.96002767458327e-06,1.59871525395907e-05,1.10012185965215e-05,1.96543768507095e-05,1.69420450226432e-05
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.46,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales_C,PWMO01,,,2.13799831340587e-05,0.0007627795543453,0.0003153948607077,0.0008466791610971,0.0003674563707493,0.0037307946453665,4.36177612489258e-06,6.62398041554993e-06,8.07528245912017e-06,8.64717834490737e-06,2.00475264790319e-05,1.01939997238832e-05,3.05304602037995e-06,1.24165806891321e-05,3.16914848054702e-05,0.0003589247087306,6.82829265897154e-05,0.0002149687460913,5.21393808775177e-06,2.02920136182124e-06,8.54116771504902e-05,9.92417621644244e-06,1.34820820332665e-05,1.34358270957716e-05
