bin,gtdb_d,gtdb_p,gtdb_c,gtdb_o,gtdb_f,unrestored total,restored total,natural total,unrestored,restored,natural,bin_all_R1_A_D1_MG_per,bin_all_R1_B_D1_MG_per,bin_all_R2_A_D1_MG_per,bin_all_R2_B_D1_MG_per,bin_all_R2_C_D1_MG_per,bin_all_R1_A_D2_MG_per,bin_all_R1_B_D2_MG_per,bin_all_R1_C_D2_MG_per,bin_all_R2_B_D2_MG_per,bin_all_R1_A_H2O_MG_per,bin_all_R1_B_H2O_MG_per,bin_all_R2_B_H2O_MG_per,bin_all_R2_C_H2O_MG_per,bin_all_R2_restored_C_black_MG_per,bin_all_R2_restored_D_shore_MG_per,bin_all_R2_restored_H2O_MG_per,bin_all_R2A_A_D1_MG_per,bin_all_R2A_B_D1_MG_per,bin_all_R2A_C_D1_MG_per,bin_all_R2A_A_D2_MG_per,bin_all_R2A_B_D2_MG_per,bin_all_R2A_C_D2_MG_per,bin_all_R2A_A_H2O_MG_per,bin_all_R2A_B_H2O_MG_per,bin_all_R2A_C_H2O_MG_per,bin_all_SF2_B_D1_MG_per,bin_all_SF2_C_D1_MG_per,bin_all_SF2_A_D2_MG_per,bin_all_SF2_B_D2_MG_per,bin_all_SF2_C_D2_MG_per,bin_all_SF2_A_H2O_MG_per,bin_all_SF2_B_H2O_MG_per,bin_all_SF2_C_H2O_MG_per
Salt_Pond_MetaGSF2_B_H2O_MG_DASTool_bins_metabat.25.contigs,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Schleiferiaceae,0.00%,22.84%,2.91%,0.00%,9.06%,1.23%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.96%,1.23%,0.72%,0.00%,0.00%,0.00%,0.00%,0.00%,5.62%,8.16%,9.06%
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_metabat.17.contigs,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Nitriliruptorales,f__,0.00%,0.00%,8.87%,0.00%,0.00%,7.76%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7.76%,0.94%,0.00%,0.16%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Salt_Pond_MetaGSF2_B_D2_MG_DASTool_bins_concoct_out.42.contigs,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__SM23-33,f__SM23-33,0.00%,11.86%,0.01%,0.00%,6.13%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,2.99%,1.18%,1.23%,6.13%,0.33%,0.00%,0.00%,0.00%
Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_concoct_out.10.contigs,d__Bacteria,p__Acidobacteriota,c__Thermoanaerobaculia,o__UBA5704,f__UBA5704,0.00%,0.00%,17.54%,0.00%,0.00%,17.35%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.06%,0.01%,17.35%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.38.contigs,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__,0.00%,0.01%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.55%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.2.contigs,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiohalobacterales,f__,0.00%,0.01%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%
Salt_Pond_MetaG_R2A_B_D2_MG_DASTool_bins_metabat.6.contigs,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,f__UBA11574,0.00%,21.16%,14.68%,0.00%,7.32%,14.21%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.18%,0.02%,0.00%,14.21%,0.26%,0.00%,0.00%,0.00%,2.23%,4.45%,1.34%,5.79%,7.32%,0.02%,0.00%,0.00%
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.49.contigs,d__Bacteria,p__Bacteroidota,c__Rhodothermia,o__Balneolales,f__M1805,0.00%,0.00%,2.99%,0.00%,0.00%,2.35%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.01%,0.59%,2.35%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_metabat.17.contigs,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__SLND01,f__,0.00%,0.01%,6.87%,0.00%,0.01%,3.49%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.14%,0.00%,0.00%,0.01%,2.98%,0.01%,0.39%,3.49%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%
Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_concoct_out.25.contigs,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,0.00%,0.04%,17.33%,0.00%,0.01%,11.44%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.73%,4.94%,0.08%,11.44%,0.13%,0.01%,0.00%,0.00%,0.01%,0.01%,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,0.00%
Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_metabat.7.contigs,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,0.00%,0.00%,24.85%,0.00%,0.00%,12.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,11.76%,0.04%,12.09%,0.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Salt_Pond_MetaGSF2_A_D2_MG_DASTool_bins_concoct_out.28.contigs,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,f__UBA11574,0.00%,93.46%,0.17%,0.00%,28.61%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.02%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.02%,28.61%,24.09%,10.86%,24.93%,4.39%,0.55%,0.02%,0.01%
Salt_Pond_MetaGSF2_B_D1_MG_DASTool_bins_metabat.9.contigs,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,f__UBA11574,0.00%,17.87%,0.03%,0.00%,8.14%,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.01%,0.00%,0.00%,0.00%,3.56%,8.14%,1.65%,3.00%,1.49%,0.01%,0.00%,0.00%
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.69.contigs,d__Bacteria,p__Desulfobacterota_F,c__Desulfuromonadia,o__Desulfuromonadales,f__Trichloromonadaceae,0.00%,0.01%,2.33%,0.00%,0.00%,2.27%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.05%,0.00%,0.00%,2.27%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.37.contigs,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.52%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_concoct_out.15.contigs,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,0.00%,0.00%,7.64%,0.00%,0.00%,4.40%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.37%,4.40%,0.13%,0.31%,2.43%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_concoct_out.8.contigs,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__KS3-K002,f__,0.00%,0.00%,37.35%,0.00%,0.00%,14.71%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.13%,11.13%,0.01%,14.71%,11.37%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_concoct_out.78.contigs,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,0.00%,1.83%,0.36%,0.00%,0.73%,0.16%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.16%,0.13%,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.39%,0.73%,0.70%
Salt_Pond_MetaGSF2_A_D2_MG_DASTool_bins_concoct_out.55.contigs,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halieaceae,0.00%,8.66%,0.12%,0.00%,2.72%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.02%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.06%,2.00%,1.40%,2.72%,1.36%,0.10%,1.02%,0.03%,0.02%
Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_metabat.20.contigs,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Nitrincolaceae,0.00%,0.38%,1.49%,0.00%,0.15%,0.54%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.54%,0.50%,0.45%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.14%,0.15%
Salt_Pond_MetaGSF2_B_H2O_MG_DASTool_bins_metabat.11.contigs,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudohongiellaceae,0.00%,4.08%,0.40%,0.00%,1.67%,0.17%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.17%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.82%,1.67%,1.59%
Salt_Pond_MetaG_R2A_C_H2O_MG_DASTool_bins_metabat.4.contigs,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Nitrincolaceae,0.00%,2.78%,187.75%,0.00%,1.65%,63.17%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,0.00%,0.00%,63.10%,61.46%,63.17%,0.00%,0.00%,0.00%,0.00%,0.00%,1.65%,0.59%,0.54%
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_metabat.18.contigs,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__SZUA-36,0.00%,0.00%,4.31%,0.00%,0.00%,1.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.93%,1.60%,1.59%,0.15%,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.13.contigs,d__Bacteria,p__Marinisomatota,c__,o__,f__,0.00%,2.20%,0.01%,0.00%,1.01%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.26%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.06%,0.02%,0.44%,0.66%,1.01%,0.00%,0.00%,0.00%
Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_metabat.42.contigs,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Methylophilaceae,0.00%,25.05%,2.11%,0.00%,9.16%,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.52%,1.00%,0.59%,0.00%,0.00%,0.00%,0.00%,0.00%,7.04%,9.16%,8.85%
Salt_Pond_MetaGSF2_B_D1_MG_DASTool_bins_concoct_out.44.contigs,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,0.00%,6.65%,0.24%,0.00%,3.81%,0.16%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.04%,0.00%,0.02%,0.01%,0.00%,0.00%,0.00%,0.16%,3.81%,0.31%,0.05%,2.40%,0.02%,0.06%,0.00%,0.01%
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_maxbin.009.contigs,d__Bacteria,p__Acidobacteriota,c__Thermoanaerobaculia,o__UBA5704,f__UBA5704,0.00%,0.00%,28.59%,0.00%,0.00%,26.73%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.88%,26.73%,0.26%,0.28%,0.44%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.20.contigs,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__UBA4486,f__UBA4486,0.00%,0.00%,0.09%,0.00%,0.00%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.89%,0.00%,0.00%,0.00%,0.03%,0.00%,0.03%,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.51.contigs,d__Bacteria,p__Desulfobacterota_F,c__Desulfuromonadia,o__Desulfuromonadales,f__Geopsychrobacteraceae,0.00%,0.00%,9.82%,0.00%,0.00%,6.98%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.98%,2.74%,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Salt_Pond_MetaGSF2_A_D1_MG_DASTool_bins_concoct_out.23.contigs,d__Bacteria,p__Desulfobacterota,c__Desulfobulbia,o__Desulfobulbales,f__BM004,0.00%,25.97%,1.01%,0.00%,7.57%,0.83%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.83%,0.06%,0.00%,0.01%,0.02%,0.00%,0.00%,0.00%,0.07%,5.06%,5.89%,7.57%,4.04%,0.50%,2.81%,0.07%,0.04%
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_metabat.10.contigs,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__SZUA-36,0.00%,0.00%,20.85%,0.00%,0.00%,12.47%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12.47%,7.37%,0.01%,0.97%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_metabat.10.contigs,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__UBA7540,f__UBA7540,0.00%,0.00%,18.52%,0.00%,0.00%,13.39%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,1.73%,0.04%,13.39%,3.31%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.17.contigs,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__KS3-K002,f__JABDQB01,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.53%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Salt_Pond_MetaGSF2_B_H2O_MG_DASTool_bins_metabat.39.contigs,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__SAR86,f__D2472,0.00%,29.50%,2.56%,0.00%,10.90%,1.31%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.52%,1.31%,0.73%,0.00%,0.00%,0.00%,0.00%,0.00%,8.37%,10.24%,10.90%
Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_metabat.16.contigs,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halieaceae,0.00%,6.41%,1.34%,0.00%,2.52%,0.54%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.44%,0.54%,0.35%,0.00%,0.00%,0.00%,0.00%,0.00%,1.49%,2.39%,2.52%
Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_concoct_out.62.contigs,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae,0.00%,0.48%,0.24%,0.00%,0.17%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.07%,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.17%,0.17%,0.15%
Salt_Pond_MetaGSF2_C_H2O_MG_DASTool_bins_metabat.16.contigs,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__MB11C04,0.00%,3.65%,0.02%,0.00%,1.80%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.54%,1.31%,1.80%
Salt_Pond_MetaG_R2A_C_H2O_MG_DASTool_bins_concoct_out.67.contigs,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Arcobacteraceae,0.00%,0.07%,13.05%,0.00%,0.03%,7.66%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7.66%,3.86%,1.53%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.02%,0.03%
Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_metabat.10.contigs,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae,0.00%,0.19%,17.88%,0.00%,0.09%,6.89%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,4.93%,6.05%,6.89%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.06%,0.09%
Salt_Pond_MetaG_R2A_C_H2O_MG_DASTool_bins_metabat.16.contigs,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Schleiferiaceae,0.00%,0.99%,6.85%,0.00%,0.40%,2.47%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.16%,2.23%,2.47%,0.00%,0.00%,0.00%,0.00%,0.00%,0.23%,0.35%,0.40%
Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_concoct_out.69.contigs,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae,0.00%,2.40%,0.90%,0.00%,0.87%,0.34%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.34%,0.33%,0.23%,0.00%,0.00%,0.00%,0.00%,0.00%,0.87%,0.78%,0.74%
Salt_Pond_MetaGSF2_B_H2O_MG_DASTool_bins_metabat.19.contigs,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,0.00%,3.91%,0.60%,0.00%,1.57%,0.27%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.27%,0.26%,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,1.24%,1.57%,1.09%
Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_concoct_out.59.contigs,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,0.00%,2.79%,0.53%,0.00%,1.13%,0.31%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.31%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.59%,1.13%,1.07%
Salt_Pond_MetaGSF2_C_H2O_MG_DASTool_bins_metabat.49.contigs,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae,0.00%,1.02%,0.29%,0.00%,0.43%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.10%,0.08%,0.01%,0.00%,0.01%,0.00%,0.00%,0.27%,0.29%,0.43%
Salt_Pond_MetaGSF2_A_H2O_MG_DASTool_bins_metabat.28.contigs,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,0.00%,2.81%,0.28%,0.00%,0.96%,0.13%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.13%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.95%,0.96%,0.90%
Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_maxbin.029.contigs,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae,0.00%,1.36%,0.36%,0.00%,0.53%,0.19%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.19%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.45%,0.37%,0.53%
